ime,id,leto,minplay,maxplay,mintime,maxtime,minage,ocena,glasovi,kategorije,mechanic 
Pirate&#039;s Cove,2987,2002,3,5,60,90,8,6.58055,7719,"['Adventure', 'Fighting', 'Nautical', 'Pirates']","['Dice Rolling', 'Hand Management', 'Pick-up and Deliver', 'Simultaneous Action Selection']"
Deep Sea Adventure,169654,2014,2,6,30,30,8,7.06928,7680,"['Dice', 'Exploration', 'Nautical', 'Party Game']","['Pick-up and Deliver', 'Push Your Luck', 'Roll \\/ Spin and Move']"
Dinosaur Island,221194,2017,1,4,90,120,8,7.81417,7679,"['Economic', 'Science Fiction']","['Action Points', 'Dice Rolling', 'Set Collection', 'Tile Placement', 'Worker Placement']"
Pit,140,1903,3,8,30,90,7,6.38861,7662,"['Card Game', 'Economic', 'Party Game', 'Real-time']","['Set Collection', 'Trading']"
Mission: Red Planet (Second Edition),176920,2015,2,6,45,90,14,7.49836,7659,['Science Fiction'],"['Action Retrieval', 'Area Majority \\/ Influence', 'Hand Management', 'Simultaneous Action Selection']"
Dominion: Alchemy,66098,2010,2,4,30,30,13,6.94737,7657,"['Card Game', 'Expansion for Base-game', 'Medieval']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management']"
Elysium,163968,2015,2,4,60,60,14,7.25949,7614,"['Ancient', 'Card Game', 'Mythology']","['Card Drafting', 'Set Collection']"
Vikings,27173,2007,2,4,60,60,10,7.26197,7610,"['Economic', 'Medieval', 'Nautical', 'Territory Building']","['Auction\\/Bidding', 'Auction: Dutch', 'Rondel', 'Tile Placement']"
Cuba,30380,2007,2,5,75,120,10,7.15797,7604,"['Economic', 'Farming']","['Auction\\/Bidding', 'Hand Management', 'Market', 'Variable Phase Order', 'Voting']"
The Gallerist,125153,2015,1,4,60,150,13,8.0219,7597,['Economic'],"['Commodity Speculation', 'Set Collection', 'Worker Placement']"
Commands &amp; Colors: Ancients,14105,2006,2,2,60,60,12,7.77984,7581,"['Ancient', 'Wargame']","['Campaign \\/ Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Hand Management', 'Hexagon Grid', 'Modular Board']"
Elfenland,10,1998,2,6,60,60,10,6.72717,7549,"['Fantasy', 'Travel']","['Card Drafting', 'Hand Management', 'Network and Route Building', 'Point to Point Movement']"
Age of Steam,4098,2002,1,6,120,120,13,7.70183,7546,"['Economic', 'Trains', 'Transportation']","['Auction\\/Bidding', 'Catch the Leader', 'Dice Rolling', 'Loans', 'Network and Route Building', 'Player Elimination']"
Kahuna,394,1998,2,2,30,40,10,6.64887,7530,['Abstract Strategy'],"['Area Majority \\/ Influence', 'Card Drafting', 'Hand Management', 'Network and Route Building', 'Take That']"
Runebound (Second Edition),21523,2005,2,6,120,240,12,6.88397,7529,"['Adventure', 'Exploration', 'Fantasy', 'Fighting']","['Area Movement', 'Card Drafting', 'Dice Rolling', 'Role Playing', 'Variable Player Powers']"
Shadow Hunters,24068,2005,4,8,45,45,13,6.82944,7525,"['Adventure', 'Bluffing', 'Card Game', 'Deduction', 'Horror', 'Party Game']","['Dice Rolling', 'Player Elimination', 'Team-Based Game', 'Variable Player Powers']"
Heroscape Master Set: Rise of the Valkyrie,11170,2004,2,4,90,90,8,7.42946,7522,"['Adventure', 'Fantasy', 'Fighting', 'Miniatures', 'Science Fiction']","['Dice Rolling', 'Grid Movement', 'Line of Sight', 'Modular Board']"
Yspahan,22345,2006,2,4,45,60,8,7.09791,7519,"['Dice', 'Economic']","['Action Drafting', 'Area Majority \\/ Influence', 'Dice Rolling']"
Once Upon a Time: The Storytelling Card Game,1234,1993,2,6,30,30,8,6.43364,7513,"['Card Game', 'Humor', 'Party Game', 'Real-time']","['Hand Management', 'Storytelling', 'Voting']"
Formula Dé,173,1991,2,10,120,120,10,6.9891,7505,"['Racing', 'Sports']","['Different Dice Movement', 'Grid Movement', 'Player Elimination', 'Push Your Luck', 'Race', 'Roll \\/ Spin and Move']"
Qwixx,131260,2012,2,5,15,15,8,6.88607,7504,['Dice'],"['Dice Rolling', 'Paper-and-Pencil']"
Navegador,66589,2010,2,5,60,90,12,7.55903,7496,"['Economic', 'Exploration', 'Nautical', 'Renaissance']","['Advantage Token', 'Area Movement', 'Rondel']"
Ethnos,206718,2017,2,6,45,60,14,7.50714,7484,['Fantasy'],"['Area Majority \\/ Influence', 'Card Drafting', 'Hand Management', 'Set Collection']"
Niagara,13308,2004,3,5,30,45,8,6.50688,7478,['Nautical'],"['Hand Management', 'Pick-up and Deliver', 'Set Collection', 'Simultaneous Action Selection']"
Scattergories,2381,1988,2,6,30,30,12,6.16016,7466,"['Party Game', 'Real-time', 'Word Game']","['Dice Rolling', 'Paper-and-Pencil']"
Red November,36946,2008,1,8,60,120,13,6.32263,7463,"['Fantasy', 'Humor', 'Nautical']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Time Track']"
Ricochet Robots,51,1999,1,99,30,30,10,7.00275,7425,"['Abstract Strategy', 'Maze', 'Puzzle', 'Real-time']","['Grid Movement', 'Modular Board']"
Battleship,2425,1931,2,2,30,30,8,4.60706,7421,"[""Children's Game"", 'Deduction', 'Nautical', 'Wargame']","['Paper-and-Pencil', 'Secret Unit Deployment']"
Monopoly Deal Card Game,40398,2008,2,5,15,15,8,6.26263,7411,"['Card Game', 'Economic']","['Hand Management', 'Set Collection', 'Take That']"
Mystery of the Abbey,915,1995,3,6,60,90,10,6.54448,7399,"['Deduction', 'Medieval', 'Murder\\/Mystery', 'Religious']","['Area Movement', 'Hand Management', 'Paper-and-Pencil', 'Set Collection']"
TransAmerica,2842,2001,2,6,30,30,13,6.66313,7399,['Trains'],['Network and Route Building']
Runewars,59294,2010,2,4,180,240,14,7.65509,7389,"['Adventure', 'Fantasy', 'Fighting', 'Wargame']","['Area Majority \\/ Influence', 'Auction\\/Bidding', 'Grid Movement', 'Modular Board', 'Simultaneous Action Selection', 'Variable Player Powers']"
Chinatown,47,1999,3,5,60,60,12,7.28444,7363,"['City Building', 'Economic', 'Negotiation']","['Set Collection', 'Tile Placement', 'Trading']"
Cribbage,2398,1630,2,4,30,30,10,7.04052,7336,['Card Game'],['Hand Management']
BANG! The Bullet!,30933,2007,3,8,20,40,8,6.94158,7302,"['American West', 'Bluffing', 'Card Game', 'Deduction', 'Fighting', 'Humor']","['Hand Management', 'Player Elimination', 'Take That', 'Team-Based Game', 'Variable Player Powers']"
Blue Moon City,21882,2006,2,4,60,60,10,7.0478,7291,"['City Building', 'Fantasy']","['Area Majority \\/ Influence', 'Grid Movement', 'Hand Management', 'Modular Board', 'Set Collection']"
Oh My Goods!,183840,2015,2,4,30,30,10,7.01033,7261,"['Card Game', 'Economic', 'Medieval']","['Action Queue', 'Hand Management', 'Push Your Luck', 'Set Collection']"
Teotihuacan: City of Gods,229853,2018,1,4,90,120,12,7.96671,7237,['Ancient'],"['Area Movement', 'Point to Point Movement', 'Rondel', 'Set Collection', 'Tile Placement', 'Variable Player Powers']"
Cartagena,826,2000,2,5,45,45,8,6.6883,7231,"['Pirates', 'Racing']","['Hand Management', 'Modular Board', 'Race']"
Bananagrams,27225,2006,1,8,15,15,7,6.3562,7214,"['Real-time', 'Word Game']",['Tile Placement']
Wizard,1465,1984,3,6,45,45,10,6.90018,7186,['Card Game'],"['Betting and Bluffing', 'Hand Management', 'Trick-taking']"
Taluva,24508,2006,2,4,45,45,8,7.18146,7186,"['City Building', 'Territory Building']","['Modular Board', 'Tile Placement']"
Trains,121408,2012,2,4,45,45,12,7.19712,7156,"['Card Game', 'Territory Building', 'Trains']","['Deck, Bag, and Pool Building', 'Hand Management', 'Network and Route Building']"
Karuba,183251,2015,2,4,30,40,8,7.21654,7155,"['Puzzle', 'Racing']","['Grid Movement', 'Network and Route Building', 'Race', 'Simultaneous Action Selection', 'Tile Placement']"
Chronicles of Crime,239188,2018,1,4,60,90,14,7.95387,7151,"['Adventure', 'Deduction', 'Murder\\/Mystery']","['Cooperative Game', 'Storytelling', 'Time Track', 'Variable Player Powers']"
Hanamikoji,158600,2013,2,2,15,15,10,7.55448,7142,"['Card Game', 'Medieval', 'Video Game Theme']","['Area Majority \\/ Influence', 'Card Drafting', 'Hand Management', 'I Cut, You Choose']"
Mystic Vale,194607,2016,2,4,45,45,14,7.29784,7132,"['Card Game', 'Fantasy']","['Deck, Bag, and Pool Building', 'Push Your Luck']"
XCOM: The Board Game,163602,2015,1,4,60,120,14,7.08122,7109,"['Real-time', 'Science Fiction', 'Video Game Theme']","['Cooperative Game', 'Dice Rolling', 'Hand Management', 'Push Your Luck', 'Variable Player Powers']"
Carcassonne: The Castle,7717,2003,2,2,30,30,8,7.09124,7100,"['City Building', 'Medieval']","['Area Majority \\/ Influence', 'Enclosure', 'Tile Placement']"
High Society,220,1995,3,5,15,30,10,6.97723,7082,['Card Game'],"['Auction\\/Bidding', 'Auction: Turn Order Until Pass', 'Constrained Bidding']"
La Granja,146886,2014,1,4,90,120,12,7.70108,7079,"['Economic', 'Farming']","['Area Majority \\/ Influence', 'Automatic Resource Growth', 'Dice Rolling', 'Hand Management', 'Income', 'Simultaneous Action Selection']"
Fearsome Floors,7805,2003,2,7,60,60,10,6.66031,7060,"['Horror', 'Racing']","['Grid Movement', 'Modular Board']"
Rise of Augustus,137297,2013,2,6,30,30,8,6.75129,7051,"['Ancient', 'Card Game']","['Card Drafting', 'Push Your Luck', 'Set Collection']"
Trivial Pursuit: Genus Edition,2952,1981,2,24,90,90,12,5.20923,7023,"['Party Game', 'Trivia']","['Roll \\/ Spin and Move', 'Set Collection']"
Dungeon Roll,138788,2013,1,4,15,15,8,6.1396,7022,"['Dice', 'Fantasy', 'Fighting']","['Dice Rolling', 'Hand Management', 'Push Your Luck', 'Variable Player Powers']"
A Few Acres of Snow,79828,2011,2,2,60,120,14,7.41037,7011,"['Age of Reason', 'American Indian Wars', 'Card Game', 'Territory Building', 'Wargame']","['Area Majority \\/ Influence', 'Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Point to Point Movement']"
Chicago Express,31730,2007,2,6,60,60,12,7.23368,6984,"['Economic', 'Post-Napoleonic', 'Trains', 'Transportation']","['Auction\\/Bidding', 'Auction: Turn Order Until Pass', 'Network and Route Building', 'Ownership', 'Stock Holding']"
Mage Wars Arena,101721,2012,2,2,90,90,13,7.68023,6961,"['Card Game', 'Fantasy', 'Fighting']","['Dice Rolling', 'Grid Movement', 'Simultaneous Action Selection', 'Variable Player Powers']"
KeyForge: Call of the Archons,257501,2018,2,2,15,45,14,7.5266,6960,"['Card Game', 'Fantasy', 'Fighting']","['Hand Management', 'Take That']"
Ubongo,16986,2003,1,4,25,25,8,6.71841,6956,"['Puzzle', 'Real-time']","['Grid Coverage', 'Pattern Building', 'Set Collection']"
Risk Legacy,105134,2011,3,5,60,60,13,7.46272,6939,"['Science Fiction', 'Wargame']","['Area Movement', 'Card Drafting', 'Dice Rolling', 'Legacy Game', 'Player Elimination', 'Variable Player Powers']"
The Downfall of Pompeii,13004,2004,2,4,45,45,10,7.13113,6918,['Ancient'],"['Grid Movement', 'Hand Management', 'Tile Placement']"
The Game,173090,2015,1,5,20,20,8,6.70531,6882,"['Card Game', 'Number']","['Cooperative Game', 'Hand Management', 'Solo \\/ Solitaire Game']"
Eight-Minute Empire,131366,2012,2,5,8,20,13,6.60094,6873,['Territory Building'],"['Area Majority \\/ Influence', 'Area Movement', 'Card Drafting', 'Set Collection']"
Cacao,171499,2015,2,4,45,45,8,7.11881,6853,"['Economic', 'Farming', 'Territory Building']","['Area Majority \\/ Influence', 'Hand Management', 'Tile Placement']"
Rhino Hero,91514,2011,2,5,5,15,5,6.95889,6832,"['Action \\/ Dexterity', 'Animals', ""Children's Game"", 'Party Game']","['Hand Management', 'Stacking and Balancing']"
Civilization,71,1980,2,7,360,360,12,7.50843,6817,"['Ancient', 'Civilization', 'Economic', 'Negotiation']","['Area Majority \\/ Influence', 'Area Movement', 'Hand Management', 'Set Collection', 'Tech Trees \\/ Tech Tracks', 'Trading']"
Mr. Jack Pocket,72287,2010,2,2,15,15,14,6.9378,6805,"['Bluffing', 'Deduction', 'Murder\\/Mystery', 'Post-Napoleonic']",['Modular Board']
The Quest for El Dorado,217372,2017,2,4,30,60,10,7.55782,6799,"['Adventure', 'Racing']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Grid Movement', 'Hand Management', 'Modular Board', 'Race']"
Terror in Meeple City,97903,2013,2,4,45,45,8,6.88181,6794,"['Action \\/ Dexterity', 'Horror']","['Area Movement', 'Flicking', 'Set Collection', 'Variable Player Powers']"
Burgle Bros.,172081,2015,1,4,45,90,12,7.59857,6788,"['Exploration', 'Maze', 'Spies\\/Secret Agents']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Solo \\/ Solitaire Game']"
StarCraft: The Board Game,22827,2007,2,6,180,240,12,7.33737,6775,"['Civilization', 'Fighting', 'Miniatures', 'Science Fiction', 'Space Exploration', 'Territory Building']","['Area Majority \\/ Influence', 'Area Movement', 'Deck, Bag, and Pool Building', 'Modular Board', 'Order Counters', 'Variable Player Powers']"
Taj Mahal,475,2000,3,5,75,100,12,7.30162,6773,"['Bluffing', 'Political']","['Auction\\/Bidding', 'Card Drafting', 'Hand Management', 'Network and Route Building', 'Set Collection']"
Colossal Arena,105,1997,2,5,60,60,8,6.77841,6767,"['Card Game', 'Fantasy', 'Mythology']","['Betting and Bluffing', 'Hand Management']"
Mille Bornes,590,1954,2,6,45,45,8,5.68939,6747,"['Card Game', 'Racing']","['Hand Management', 'Take That', 'Team-Based Game']"
Medici,46,1995,2,6,60,60,10,7.14081,6736,['Renaissance'],"['Auction\\/Bidding', 'Push Your Luck', 'Set Collection']"
Yokohama,196340,2016,2,4,90,90,14,7.90096,6730,['Economic'],"['Grid Movement', 'Modular Board', 'Network and Route Building', 'Set Collection', 'Worker Placement']"
Cockroach Poker,11971,2004,2,6,20,20,8,6.65599,6716,"['Bluffing', 'Card Game', 'Party Game']","['Hand Management', 'Set Collection', 'Single Loser Game']"
Broom Service,172308,2015,2,5,30,75,10,7.2092,6703,['Fantasy'],"['Area Movement', 'Hand Management', 'Pick-up and Deliver', 'Set Collection', 'Simultaneous Action Selection', 'Variable Phase Order']"
Archipelago,105551,2012,2,5,30,240,14,7.37518,6698,"['Civilization', 'Economic', 'Exploration', 'Nautical', 'Negotiation', 'Renaissance']","['Area Majority \\/ Influence', 'Auction\\/Bidding', 'Commodity Speculation', 'Hexagon Grid', 'Modular Board', 'Semi-Cooperative Game']"
Pandemic: Iberia,198928,2016,2,5,45,45,8,7.95566,6690,['Medical'],"['Action Points', 'Cooperative Game', 'Hand Management', 'Point to Point Movement', 'Set Collection', 'Solo \\/ Solitaire Game']"
Timeline: Inventions,85256,2010,2,8,15,15,8,6.71249,6683,"['Card Game', 'Educational', 'Trivia']",[]
Decrypto,225694,2018,3,8,15,45,12,7.8159,6648,"['Deduction', 'Party Game', 'Word Game']","['Communication Limits', 'Team-Based Game']"
Rococo,144344,2013,2,5,60,120,12,7.58479,6627,"['Age of Reason', 'Economic']","['Area Majority \\/ Influence', 'Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Set Collection']"
Celestia,175117,2015,2,6,30,30,8,7.03005,6606,"['Adventure', 'Aviation \\/ Flight', 'Card Game', 'Fantasy']","['Betting and Bluffing', 'Dice Rolling', 'Hidden Victory Points', 'Push Your Luck']"
Exit: The Game – The Abandoned Cabin,203420,2016,1,6,60,120,12,7.63566,6602,"['Deduction', 'Puzzle', 'Real-time']",['Cooperative Game']
YINSH,7854,2003,2,2,30,60,9,7.68206,6600,['Abstract Strategy'],"['Grid Movement', 'Pattern Building']"
Flick &#039;em Up!,169124,2015,2,10,30,45,7,7.01121,6600,"['Action \\/ Dexterity', 'American West', 'Fighting']","['Flicking', 'Pick-up and Deliver', 'Team-Based Game']"
Macao,55670,2009,2,4,50,100,12,7.4286,6570,"['Dice', 'Nautical']","['Action Points', 'Card Drafting', 'Dice Rolling', 'Hand Management', 'Network and Route Building', 'Pick-up and Deliver']"
Hive Pocket,154597,2010,2,2,20,20,9,7.68785,6558,"['Abstract Strategy', 'Animals']","['Grid Movement', 'Hexagon Grid', 'Tile Placement']"
Phase 10,1258,1982,2,6,45,45,8,5.09799,6546,['Card Game'],['Set Collection']
Lorenzo il Magnifico,203993,2016,2,4,60,120,12,7.88004,6468,['Renaissance'],"['Card Drafting', 'Dice Rolling', 'Variable Player Powers', 'Worker Placement']"
Carson City,39938,2009,2,5,90,90,12,7.26632,6463,"['American West', 'City Building', 'Economic']","['Area Majority \\/ Influence', 'Dice Rolling', 'Tile Placement', 'Variable Player Powers', 'Worker Placement']"
Airlines Europe,90419,2011,2,5,75,75,10,7.32177,6455,"['Aviation \\/ Flight', 'Economic']","['Card Drafting', 'Network and Route Building', 'Set Collection', 'Stock Holding']"
Space Hulk (third edition),54625,2009,2,2,60,60,12,7.54092,6451,"['Fighting', 'Miniatures', 'Science Fiction', 'Wargame']","['Action Points', 'Dice Rolling', 'Grid Movement', 'Modular Board']"
Deus,162082,2014,2,4,60,90,14,7.3487,6449,"['Civilization', 'Mythology']","['Area Majority \\/ Influence', 'Grid Movement', 'Hand Management', 'Modular Board', 'Network and Route Building']"
Spartacus: A Game of Blood &amp; Treachery,128671,2012,3,4,120,180,17,7.46172,6431,"['Ancient', 'Fighting', 'Miniatures', 'Movies \\/ TV \\/ Radio theme', 'Negotiation']","['Auction\\/Bidding', 'Betting and Bluffing', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Trading']"
7 Wonders Duel: Pantheon,202976,2016,2,2,30,45,10,8.06161,6425,"['Ancient', 'Card Game', 'City Building', 'Civilization', 'Expansion for Base-game']","['Card Drafting', 'Set Collection']"
Forbidden Stars,175155,2015,2,4,120,180,14,7.97163,6422,"['Bluffing', 'Fighting', 'Miniatures', 'Science Fiction', 'Wargame']","['Area Majority \\/ Influence', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Order Counters', 'Variable Player Powers']"
Aeon&#039;s End,191189,2016,1,4,60,60,14,8.05946,6420,"['Card Game', 'Fantasy', 'Fighting', 'Science Fiction']","['Card Drafting', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Hand Management', 'Solo \\/ Solitaire Game', 'Variable Phase Order']"
Finca,40628,2009,2,4,45,45,10,7.07123,6415,"['Economic', 'Farming']","['Commodity Speculation', 'Mancala', 'Pick-up and Deliver', 'Rondel', 'Set Collection']"
The Red Dragon Inn,24310,2007,2,4,45,45,13,6.57248,6408,"['Card Game', 'Fantasy', 'Humor', 'Medieval', 'Party Game']","['Betting and Bluffing', 'Hand Management', 'Player Elimination', 'Take That', 'Variable Player Powers']"
Risk 2210 A.D.,1829,2001,2,5,240,240,10,6.69299,6403,"['Science Fiction', 'Territory Building', 'Wargame']","['Area Majority \\/ Influence', 'Area Movement', 'Auction\\/Bidding', 'Dice Rolling', 'Variable Player Powers']"
Claustrophobia,36932,2009,2,2,45,45,14,7.54093,6378,"['Horror', 'Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Dice Rolling', 'Grid Movement', 'Modular Board', 'Variable Player Powers']"
Tiny Epic Kingdoms,148951,2014,2,5,30,45,13,6.62365,6373,"['Bluffing', 'Civilization', 'Fantasy', 'Fighting', 'Medieval', 'Print & Play']","['Action Points', 'Area Majority \\/ Influence', 'Area Movement', 'Auction\\/Bidding', 'Take That', 'Variable Phase Order']"
